image,label,label_id
data\raw\food-101\images\pho\2512449.jpg,pho,74
data\raw\food-101\images\fried_calamari\1189260.jpg,fried_calamari,42
data\raw\food-101\images\caprese_salad\2173569.jpg,caprese_salad,12
data\raw\food-101\images\fried_calamari\2298272.jpg,fried_calamari,42
data\raw\food-101\images\clam_chowder\3626339.jpg,clam_chowder,23
data\raw\food-101\images\french_onion_soup\604892.jpg,french_onion_soup,40
data\raw\food-101\images\bruschetta\255944.jpg,bruschetta,10
data\raw\food-101\images\garlic_bread\1064313.jpg,garlic_bread,45
data\raw\food-101\images\mussels\3595833.jpg,mussels,64
data\raw\food-101\images\pork_chop\283938.jpg,pork_chop,76
data\raw\food-101\images\bread_pudding\3810822.jpg,bread_pudding,8
data\raw\food-101\images\frozen_yogurt\266132.jpg,frozen_yogurt,44
data\raw\food-101\images\baklava\158510.jpg,baklava,2
data\raw\food-101\images\french_toast\1282433.jpg,french_toast,41
data\raw\food-101\images\pancakes\439424.jpg,pancakes,71
data\raw\food-101\images\oysters\3346221.jpg,oysters,68
data\raw\food-101\images\fish_and_chips\3584880.jpg,fish_and_chips,37
data\raw\food-101\images\fried_rice\1398971.jpg,fried_rice,43
data\raw\food-101\images\tiramisu\3064652.jpg,tiramisu,97
data\raw\food-101\images\pancakes\897469.jpg,pancakes,71
data\raw\food-101\images\frozen_yogurt\2345408.jpg,frozen_yogurt,44
data\raw\food-101\images\donuts\3564446.jpg,donuts,30
data\raw\food-101\images\omelette\563481.jpg,omelette,66
data\raw\food-101\images\cannoli\2806617.jpg,cannoli,11
data\raw\food-101\images\french_toast\844894.jpg,french_toast,41
data\raw\food-101\images\creme_brulee\2239029.jpg,creme_brulee,26
data\raw\food-101\images\paella\2735530.jpg,paella,70
data\raw\food-101\images\onion_rings\1022297.jpg,onion_rings,67
data\raw\food-101\images\churros\1501410.jpg,churros,22
data\raw\food-101\images\dumplings\1998135.jpg,dumplings,31
data\raw\food-101\images\edamame\229466.jpg,edamame,32
data\raw\food-101\images\croque_madame\1847521.jpg,croque_madame,27
data\raw\food-101\images\poutine\1406427.jpg,poutine,77
data\raw\food-101\images\carrot_cake\947043.jpg,carrot_cake,13
data\raw\food-101\images\gnocchi\1642469.jpg,gnocchi,46
data\raw\food-101\images\spring_rolls\1783906.jpg,spring_rolls,91
data\raw\food-101\images\chicken_curry\797270.jpg,chicken_curry,17
data\raw\food-101\images\croque_madame\1722035.jpg,croque_madame,27
data\raw\food-101\images\cheesecake\1950431.jpg,cheesecake,16
data\raw\food-101\images\steak\2090493.jpg,steak,92
data\raw\food-101\images\chicken_wings\2012803.jpg,chicken_wings,19
data\raw\food-101\images\ceviche\1719393.jpg,ceviche,14
data\raw\food-101\images\eggs_benedict\3128554.jpg,eggs_benedict,33
data\raw\food-101\images\paella\2314599.jpg,paella,70
data\raw\food-101\images\steak\746921.jpg,steak,92
data\raw\food-101\images\garlic_bread\1321138.jpg,garlic_bread,45
data\raw\food-101\images\filet_mignon\550190.jpg,filet_mignon,36
data\raw\food-101\images\cheesecake\2227205.jpg,cheesecake,16
data\raw\food-101\images\chicken_wings\2920214.jpg,chicken_wings,19
data\raw\food-101\images\pork_chop\1768670.jpg,pork_chop,76
data\raw\food-101\images\macarons\2801083.jpg,macarons,62
data\raw\food-101\images\crab_cakes\1759711.jpg,crab_cakes,25
data\raw\food-101\images\creme_brulee\12884.jpg,creme_brulee,26
data\raw\food-101\images\macaroni_and_cheese\2743009.jpg,macaroni_and_cheese,61
data\raw\food-101\images\french_fries\774764.jpg,french_fries,39
data\raw\food-101\images\baby_back_ribs\1887058.jpg,baby_back_ribs,1
data\raw\food-101\images\poutine\3305637.jpg,poutine,77
data\raw\food-101\images\pancakes\3041237.jpg,pancakes,71
data\raw\food-101\images\ice_cream\2068691.jpg,ice_cream,57
data\raw\food-101\images\waffles\2873703.jpg,waffles,99
data\raw\food-101\images\pad_thai\3791948.jpg,pad_thai,69
data\raw\food-101\images\ceviche\2331349.jpg,ceviche,14
data\raw\food-101\images\miso_soup\1757313.jpg,miso_soup,63
data\raw\food-101\images\creme_brulee\2561426.jpg,creme_brulee,26
data\raw\food-101\images\beignets\325135.jpg,beignets,6
data\raw\food-101\images\omelette\613773.jpg,omelette,66
data\raw\food-101\images\croque_madame\2527228.jpg,croque_madame,27
data\raw\food-101\images\crab_cakes\696125.jpg,crab_cakes,25
data\raw\food-101\images\omelette\1945884.jpg,omelette,66
data\raw\food-101\images\onion_rings\646307.jpg,onion_rings,67
data\raw\food-101\images\gyoza\1642630.jpg,gyoza,51
data\raw\food-101\images\nachos\3581019.jpg,nachos,65
data\raw\food-101\images\pork_chop\2881809.jpg,pork_chop,76
data\raw\food-101\images\waffles\3888417.jpg,waffles,99
data\raw\food-101\images\pho\1275324.jpg,pho,74
data\raw\food-101\images\dumplings\1023981.jpg,dumplings,31
data\raw\food-101\images\hot_and_sour_soup\2524133.jpg,hot_and_sour_soup,53
data\raw\food-101\images\baby_back_ribs\253653.jpg,baby_back_ribs,1
data\raw\food-101\images\oysters\273326.jpg,oysters,68
data\raw\food-101\images\edamame\1191326.jpg,edamame,32
data\raw\food-101\images\chocolate_mousse\522722.jpg,chocolate_mousse,21
data\raw\food-101\images\carrot_cake\1957870.jpg,carrot_cake,13
data\raw\food-101\images\croque_madame\3893456.jpg,croque_madame,27
data\raw\food-101\images\crab_cakes\1375154.jpg,crab_cakes,25
data\raw\food-101\images\fried_rice\357481.jpg,fried_rice,43
data\raw\food-101\images\croque_madame\3915724.jpg,croque_madame,27
data\raw\food-101\images\french_fries\913020.jpg,french_fries,39
data\raw\food-101\images\red_velvet_cake\6172.jpg,red_velvet_cake,82
data\raw\food-101\images\dumplings\3668232.jpg,dumplings,31
data\raw\food-101\images\clam_chowder\1945153.jpg,clam_chowder,23
data\raw\food-101\images\lobster_roll_sandwich\2219933.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\grilled_cheese_sandwich\1042409.jpg,grilled_cheese_sandwich,48
data\raw\food-101\images\pizza\2615100.jpg,pizza,75
data\raw\food-101\images\steak\830007.jpg,steak,92
data\raw\food-101\images\ice_cream\1632761.jpg,ice_cream,57
data\raw\food-101\images\edamame\504221.jpg,edamame,32
data\raw\food-101\images\deviled_eggs\934456.jpg,deviled_eggs,29
data\raw\food-101\images\pho\1336577.jpg,pho,74
data\raw\food-101\images\nachos\3587047.jpg,nachos,65
data\raw\food-101\images\ice_cream\1044117.jpg,ice_cream,57
data\raw\food-101\images\fried_calamari\742025.jpg,fried_calamari,42
data\raw\food-101\images\grilled_cheese_sandwich\28207.jpg,grilled_cheese_sandwich,48
data\raw\food-101\images\pulled_pork_sandwich\644328.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\chocolate_mousse\733651.jpg,chocolate_mousse,21
data\raw\food-101\images\bibimbap\1382797.jpg,bibimbap,7
data\raw\food-101\images\red_velvet_cake\2436212.jpg,red_velvet_cake,82
data\raw\food-101\images\tacos\1403364.jpg,tacos,95
data\raw\food-101\images\caprese_salad\2232792.jpg,caprese_salad,12
data\raw\food-101\images\frozen_yogurt\2390299.jpg,frozen_yogurt,44
data\raw\food-101\images\lobster_roll_sandwich\1009279.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\baby_back_ribs\3280190.jpg,baby_back_ribs,1
data\raw\food-101\images\tacos\127545.jpg,tacos,95
data\raw\food-101\images\chicken_quesadilla\3875680.jpg,chicken_quesadilla,18
data\raw\food-101\images\tiramisu\2215763.jpg,tiramisu,97
data\raw\food-101\images\pho\344698.jpg,pho,74
data\raw\food-101\images\apple_pie\136256.jpg,apple_pie,0
data\raw\food-101\images\lasagna\2855003.jpg,lasagna,58
data\raw\food-101\images\edamame\312665.jpg,edamame,32
data\raw\food-101\images\risotto\3520153.jpg,risotto,83
data\raw\food-101\images\miso_soup\2995665.jpg,miso_soup,63
data\raw\food-101\images\fried_rice\415323.jpg,fried_rice,43
data\raw\food-101\images\french_fries\1521274.jpg,french_fries,39
data\raw\food-101\images\hot_dog\13678.jpg,hot_dog,54
data\raw\food-101\images\grilled_cheese_sandwich\181946.jpg,grilled_cheese_sandwich,48
data\raw\food-101\images\mussels\2236501.jpg,mussels,64
data\raw\food-101\images\panna_cotta\3823128.jpg,panna_cotta,72
data\raw\food-101\images\french_toast\99857.jpg,french_toast,41
data\raw\food-101\images\onion_rings\1089654.jpg,onion_rings,67
data\raw\food-101\images\edamame\1891913.jpg,edamame,32
data\raw\food-101\images\garlic_bread\1191360.jpg,garlic_bread,45
data\raw\food-101\images\lobster_roll_sandwich\2009360.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\crab_cakes\895403.jpg,crab_cakes,25
data\raw\food-101\images\gyoza\1009005.jpg,gyoza,51
data\raw\food-101\images\spaghetti_bolognese\1426218.jpg,spaghetti_bolognese,89
data\raw\food-101\images\french_onion_soup\1965152.jpg,french_onion_soup,40
data\raw\food-101\images\dumplings\367275.jpg,dumplings,31
data\raw\food-101\images\beet_salad\1413699.jpg,beet_salad,5
data\raw\food-101\images\macaroni_and_cheese\53676.jpg,macaroni_and_cheese,61
data\raw\food-101\images\mussels\2016801.jpg,mussels,64
data\raw\food-101\images\french_toast\2734798.jpg,french_toast,41
data\raw\food-101\images\edamame\3076327.jpg,edamame,32
data\raw\food-101\images\ramen\582487.jpg,ramen,80
data\raw\food-101\images\samosa\3224773.jpg,samosa,84
data\raw\food-101\images\bruschetta\2066472.jpg,bruschetta,10
data\raw\food-101\images\ramen\1769854.jpg,ramen,80
data\raw\food-101\images\french_onion_soup\2086594.jpg,french_onion_soup,40
data\raw\food-101\images\french_onion_soup\3300887.jpg,french_onion_soup,40
data\raw\food-101\images\ramen\108231.jpg,ramen,80
data\raw\food-101\images\foie_gras\1548910.jpg,foie_gras,38
data\raw\food-101\images\french_toast\75929.jpg,french_toast,41
data\raw\food-101\images\frozen_yogurt\1698992.jpg,frozen_yogurt,44
data\raw\food-101\images\paella\3771216.jpg,paella,70
data\raw\food-101\images\chocolate_mousse\1776223.jpg,chocolate_mousse,21
data\raw\food-101\images\grilled_salmon\1640746.jpg,grilled_salmon,49
data\raw\food-101\images\cheesecake\443543.jpg,cheesecake,16
data\raw\food-101\images\cheese_plate\1914525.jpg,cheese_plate,15
data\raw\food-101\images\ramen\3762637.jpg,ramen,80
data\raw\food-101\images\deviled_eggs\922396.jpg,deviled_eggs,29
data\raw\food-101\images\bruschetta\1436597.jpg,bruschetta,10
data\raw\food-101\images\omelette\128155.jpg,omelette,66
data\raw\food-101\images\ceviche\446134.jpg,ceviche,14
data\raw\food-101\images\spaghetti_carbonara\951125.jpg,spaghetti_carbonara,90
data\raw\food-101\images\chicken_curry\3605129.jpg,chicken_curry,17
data\raw\food-101\images\french_onion_soup\3587074.jpg,french_onion_soup,40
data\raw\food-101\images\scallops\3550184.jpg,scallops,86
data\raw\food-101\images\lobster_roll_sandwich\2078508.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\croque_madame\490897.jpg,croque_madame,27
data\raw\food-101\images\panna_cotta\3797513.jpg,panna_cotta,72
data\raw\food-101\images\lasagna\788117.jpg,lasagna,58
data\raw\food-101\images\pizza\2549661.jpg,pizza,75
data\raw\food-101\images\hamburger\243709.jpg,hamburger,52
data\raw\food-101\images\macaroni_and_cheese\236586.jpg,macaroni_and_cheese,61
data\raw\food-101\images\fried_rice\3607348.jpg,fried_rice,43
data\raw\food-101\images\pad_thai\3205514.jpg,pad_thai,69
data\raw\food-101\images\french_onion_soup\1216003.jpg,french_onion_soup,40
data\raw\food-101\images\miso_soup\3027503.jpg,miso_soup,63
data\raw\food-101\images\chocolate_mousse\3435076.jpg,chocolate_mousse,21
data\raw\food-101\images\bruschetta\88180.jpg,bruschetta,10
data\raw\food-101\images\steak\2711806.jpg,steak,92
data\raw\food-101\images\crab_cakes\2662740.jpg,crab_cakes,25
data\raw\food-101\images\clam_chowder\3704572.jpg,clam_chowder,23
data\raw\food-101\images\peking_duck\1177445.jpg,peking_duck,73
data\raw\food-101\images\french_toast\357948.jpg,french_toast,41
data\raw\food-101\images\chicken_quesadilla\1086370.jpg,chicken_quesadilla,18
data\raw\food-101\images\omelette\1837962.jpg,omelette,66
data\raw\food-101\images\beignets\3415389.jpg,beignets,6
data\raw\food-101\images\beet_salad\3799625.jpg,beet_salad,5
data\raw\food-101\images\french_onion_soup\10527.jpg,french_onion_soup,40
data\raw\food-101\images\ramen\3202814.jpg,ramen,80
data\raw\food-101\images\nachos\2278368.jpg,nachos,65
data\raw\food-101\images\hamburger\3677215.jpg,hamburger,52
data\raw\food-101\images\pho\754243.jpg,pho,74
data\raw\food-101\images\caprese_salad\1782175.jpg,caprese_salad,12
data\raw\food-101\images\samosa\1395753.jpg,samosa,84
data\raw\food-101\images\tiramisu\3415141.jpg,tiramisu,97
data\raw\food-101\images\macaroni_and_cheese\3378016.jpg,macaroni_and_cheese,61
data\raw\food-101\images\ice_cream\121650.jpg,ice_cream,57
data\raw\food-101\images\donuts\211626.jpg,donuts,30
data\raw\food-101\images\hot_dog\1046526.jpg,hot_dog,54
data\raw\food-101\images\fried_rice\3766596.jpg,fried_rice,43
data\raw\food-101\images\chicken_wings\667591.jpg,chicken_wings,19
data\raw\food-101\images\lasagna\517404.jpg,lasagna,58
data\raw\food-101\images\lobster_bisque\1432547.jpg,lobster_bisque,59
data\raw\food-101\images\fried_rice\217324.jpg,fried_rice,43
data\raw\food-101\images\tacos\1036030.jpg,tacos,95
data\raw\food-101\images\cheesecake\2192651.jpg,cheesecake,16
data\raw\food-101\images\shrimp_and_grits\2316711.jpg,shrimp_and_grits,88
data\raw\food-101\images\bread_pudding\2723964.jpg,bread_pudding,8
data\raw\food-101\images\hamburger\163710.jpg,hamburger,52
data\raw\food-101\images\cheese_plate\2564913.jpg,cheese_plate,15
data\raw\food-101\images\sashimi\635080.jpg,sashimi,85
data\raw\food-101\images\crab_cakes\2440750.jpg,crab_cakes,25
data\raw\food-101\images\baby_back_ribs\1873449.jpg,baby_back_ribs,1
data\raw\food-101\images\garlic_bread\1379499.jpg,garlic_bread,45
data\raw\food-101\images\nachos\2621423.jpg,nachos,65
data\raw\food-101\images\crab_cakes\1351872.jpg,crab_cakes,25
data\raw\food-101\images\panna_cotta\2011735.jpg,panna_cotta,72
data\raw\food-101\images\poutine\1088275.jpg,poutine,77
data\raw\food-101\images\bruschetta\1531059.jpg,bruschetta,10
data\raw\food-101\images\mussels\1235598.jpg,mussels,64
data\raw\food-101\images\pad_thai\2977820.jpg,pad_thai,69
data\raw\food-101\images\eggs_benedict\3103120.jpg,eggs_benedict,33
data\raw\food-101\images\deviled_eggs\753015.jpg,deviled_eggs,29
data\raw\food-101\images\falafel\3719173.jpg,falafel,35
data\raw\food-101\images\risotto\725773.jpg,risotto,83
data\raw\food-101\images\lasagna\3385786.jpg,lasagna,58
data\raw\food-101\images\cannoli\1653477.jpg,cannoli,11
data\raw\food-101\images\ice_cream\517105.jpg,ice_cream,57
data\raw\food-101\images\french_fries\2763839.jpg,french_fries,39
data\raw\food-101\images\chocolate_cake\1625341.jpg,chocolate_cake,20
data\raw\food-101\images\beignets\3446121.jpg,beignets,6
data\raw\food-101\images\bruschetta\2563751.jpg,bruschetta,10
data\raw\food-101\images\spring_rolls\189482.jpg,spring_rolls,91
data\raw\food-101\images\croque_madame\3502475.jpg,croque_madame,27
data\raw\food-101\images\french_toast\3461357.jpg,french_toast,41
data\raw\food-101\images\spaghetti_carbonara\2626264.jpg,spaghetti_carbonara,90
data\raw\food-101\images\eggs_benedict\1856022.jpg,eggs_benedict,33
data\raw\food-101\images\gyoza\3413990.jpg,gyoza,51
data\raw\food-101\images\sushi\2720280.jpg,sushi,94
data\raw\food-101\images\clam_chowder\847875.jpg,clam_chowder,23
data\raw\food-101\images\dumplings\29978.jpg,dumplings,31
data\raw\food-101\images\hot_and_sour_soup\2603478.jpg,hot_and_sour_soup,53
data\raw\food-101\images\seaweed_salad\2293647.jpg,seaweed_salad,87
data\raw\food-101\images\edamame\1655591.jpg,edamame,32
data\raw\food-101\images\risotto\2476797.jpg,risotto,83
data\raw\food-101\images\crab_cakes\1472893.jpg,crab_cakes,25
data\raw\food-101\images\chicken_wings\485465.jpg,chicken_wings,19
data\raw\food-101\images\bruschetta\3156753.jpg,bruschetta,10
data\raw\food-101\images\samosa\3913567.jpg,samosa,84
data\raw\food-101\images\samosa\239548.jpg,samosa,84
data\raw\food-101\images\tacos\1275556.jpg,tacos,95
data\raw\food-101\images\spring_rolls\1350814.jpg,spring_rolls,91
data\raw\food-101\images\macaroni_and_cheese\78333.jpg,macaroni_and_cheese,61
data\raw\food-101\images\seaweed_salad\2697207.jpg,seaweed_salad,87
data\raw\food-101\images\spaghetti_carbonara\1790186.jpg,spaghetti_carbonara,90
data\raw\food-101\images\cheesecake\2026630.jpg,cheesecake,16
data\raw\food-101\images\ice_cream\1183058.jpg,ice_cream,57
data\raw\food-101\images\guacamole\1933882.jpg,guacamole,50
data\raw\food-101\images\mussels\2483123.jpg,mussels,64
data\raw\food-101\images\bruschetta\553065.jpg,bruschetta,10
data\raw\food-101\images\carrot_cake\2192646.jpg,carrot_cake,13
data\raw\food-101\images\french_onion_soup\1393071.jpg,french_onion_soup,40
data\raw\food-101\images\creme_brulee\1554565.jpg,creme_brulee,26
data\raw\food-101\images\pho\330841.jpg,pho,74
data\raw\food-101\images\panna_cotta\2242851.jpg,panna_cotta,72
data\raw\food-101\images\tiramisu\3422949.jpg,tiramisu,97
data\raw\food-101\images\grilled_salmon\2120109.jpg,grilled_salmon,49
data\raw\food-101\images\red_velvet_cake\1652678.jpg,red_velvet_cake,82
data\raw\food-101\images\chicken_wings\306910.jpg,chicken_wings,19
data\raw\food-101\images\macaroni_and_cheese\142958.jpg,macaroni_and_cheese,61
data\raw\food-101\images\creme_brulee\3013565.jpg,creme_brulee,26
data\raw\food-101\images\strawberry_shortcake\3719565.jpg,strawberry_shortcake,93
data\raw\food-101\images\french_toast\550592.jpg,french_toast,41
data\raw\food-101\images\samosa\3777938.jpg,samosa,84
data\raw\food-101\images\risotto\2077251.jpg,risotto,83
data\raw\food-101\images\hamburger\3346138.jpg,hamburger,52
data\raw\food-101\images\strawberry_shortcake\3339145.jpg,strawberry_shortcake,93
data\raw\food-101\images\greek_salad\2985084.jpg,greek_salad,47
data\raw\food-101\images\fried_calamari\1734799.jpg,fried_calamari,42
data\raw\food-101\images\french_onion_soup\2841297.jpg,french_onion_soup,40
data\raw\food-101\images\onion_rings\3259845.jpg,onion_rings,67
data\raw\food-101\images\french_onion_soup\1082355.jpg,french_onion_soup,40
data\raw\food-101\images\pho\40626.jpg,pho,74
data\raw\food-101\images\apple_pie\1629072.jpg,apple_pie,0
data\raw\food-101\images\beet_salad\3632993.jpg,beet_salad,5
data\raw\food-101\images\seaweed_salad\2282318.jpg,seaweed_salad,87
data\raw\food-101\images\poutine\345478.jpg,poutine,77
data\raw\food-101\images\bruschetta\1033851.jpg,bruschetta,10
data\raw\food-101\images\tiramisu\3064655.jpg,tiramisu,97
data\raw\food-101\images\beet_salad\2624215.jpg,beet_salad,5
data\raw\food-101\images\caprese_salad\2730267.jpg,caprese_salad,12
data\raw\food-101\images\paella\728635.jpg,paella,70
data\raw\food-101\images\oysters\3274449.jpg,oysters,68
data\raw\food-101\images\macarons\1444154.jpg,macarons,62
data\raw\food-101\images\foie_gras\3307789.jpg,foie_gras,38
data\raw\food-101\images\club_sandwich\1232414.jpg,club_sandwich,24
data\raw\food-101\images\sushi\3630702.jpg,sushi,94
data\raw\food-101\images\nachos\2019987.jpg,nachos,65
data\raw\food-101\images\chicken_curry\1921121.jpg,chicken_curry,17
data\raw\food-101\images\club_sandwich\3425113.jpg,club_sandwich,24
data\raw\food-101\images\waffles\2129850.jpg,waffles,99
data\raw\food-101\images\cup_cakes\145254.jpg,cup_cakes,28
data\raw\food-101\images\poutine\2873691.jpg,poutine,77
data\raw\food-101\images\edamame\2601284.jpg,edamame,32
data\raw\food-101\images\baby_back_ribs\2310431.jpg,baby_back_ribs,1
data\raw\food-101\images\pork_chop\3606606.jpg,pork_chop,76
data\raw\food-101\images\steak\3707493.jpg,steak,92
data\raw\food-101\images\filet_mignon\240069.jpg,filet_mignon,36
data\raw\food-101\images\ravioli\1377843.jpg,ravioli,81
data\raw\food-101\images\sashimi\2790018.jpg,sashimi,85
data\raw\food-101\images\cheesecake\2183245.jpg,cheesecake,16
data\raw\food-101\images\red_velvet_cake\39522.jpg,red_velvet_cake,82
data\raw\food-101\images\huevos_rancheros\936755.jpg,huevos_rancheros,55
data\raw\food-101\images\hot_and_sour_soup\1617500.jpg,hot_and_sour_soup,53
data\raw\food-101\images\waffles\211459.jpg,waffles,99
data\raw\food-101\images\cannoli\292436.jpg,cannoli,11
data\raw\food-101\images\steak\400951.jpg,steak,92
data\raw\food-101\images\seaweed_salad\1008972.jpg,seaweed_salad,87
data\raw\food-101\images\eggs_benedict\3238266.jpg,eggs_benedict,33
data\raw\food-101\images\lobster_bisque\748569.jpg,lobster_bisque,59
data\raw\food-101\images\grilled_salmon\1644806.jpg,grilled_salmon,49
data\raw\food-101\images\chocolate_cake\2125707.jpg,chocolate_cake,20
data\raw\food-101\images\greek_salad\1629929.jpg,greek_salad,47
data\raw\food-101\images\beef_carpaccio\266627.jpg,beef_carpaccio,3
data\raw\food-101\images\dumplings\2371672.jpg,dumplings,31
data\raw\food-101\images\spaghetti_carbonara\2222201.jpg,spaghetti_carbonara,90
data\raw\food-101\images\takoyaki\3855074.jpg,takoyaki,96
data\raw\food-101\images\chicken_curry\2729063.jpg,chicken_curry,17
data\raw\food-101\images\omelette\530848.jpg,omelette,66
data\raw\food-101\images\french_fries\2631590.jpg,french_fries,39
data\raw\food-101\images\tacos\2018613.jpg,tacos,95
data\raw\food-101\images\gyoza\710516.jpg,gyoza,51
data\raw\food-101\images\chocolate_mousse\3268286.jpg,chocolate_mousse,21
data\raw\food-101\images\hamburger\415662.jpg,hamburger,52
data\raw\food-101\images\cheese_plate\1734600.jpg,cheese_plate,15
data\raw\food-101\images\bread_pudding\215046.jpg,bread_pudding,8
data\raw\food-101\images\pho\3778824.jpg,pho,74
data\raw\food-101\images\hamburger\3594693.jpg,hamburger,52
data\raw\food-101\images\cannoli\1187751.jpg,cannoli,11
data\raw\food-101\images\falafel\3288734.jpg,falafel,35
data\raw\food-101\images\nachos\2719307.jpg,nachos,65
data\raw\food-101\images\sushi\213644.jpg,sushi,94
data\raw\food-101\images\clam_chowder\942462.jpg,clam_chowder,23
data\raw\food-101\images\sushi\1231094.jpg,sushi,94
data\raw\food-101\images\grilled_cheese_sandwich\1581198.jpg,grilled_cheese_sandwich,48
data\raw\food-101\images\cannoli\1999962.jpg,cannoli,11
data\raw\food-101\images\omelette\1262923.jpg,omelette,66
data\raw\food-101\images\beef_tartare\2437028.jpg,beef_tartare,4
data\raw\food-101\images\beignets\456649.jpg,beignets,6
data\raw\food-101\images\prime_rib\1826869.jpg,prime_rib,78
data\raw\food-101\images\nachos\3471051.jpg,nachos,65
data\raw\food-101\images\gyoza\969518.jpg,gyoza,51
data\raw\food-101\images\pho\3262456.jpg,pho,74
data\raw\food-101\images\pad_thai\1923850.jpg,pad_thai,69
data\raw\food-101\images\deviled_eggs\2187159.jpg,deviled_eggs,29
data\raw\food-101\images\churros\3173153.jpg,churros,22
data\raw\food-101\images\ceviche\1497877.jpg,ceviche,14
data\raw\food-101\images\macarons\1820888.jpg,macarons,62
data\raw\food-101\images\apple_pie\103801.jpg,apple_pie,0
data\raw\food-101\images\chocolate_mousse\1619996.jpg,chocolate_mousse,21
data\raw\food-101\images\carrot_cake\150658.jpg,carrot_cake,13
data\raw\food-101\images\eggs_benedict\2369755.jpg,eggs_benedict,33
data\raw\food-101\images\frozen_yogurt\1420245.jpg,frozen_yogurt,44
data\raw\food-101\images\macaroni_and_cheese\1800583.jpg,macaroni_and_cheese,61
data\raw\food-101\images\chocolate_mousse\3736887.jpg,chocolate_mousse,21
data\raw\food-101\images\falafel\9787.jpg,falafel,35
data\raw\food-101\images\lobster_bisque\1717892.jpg,lobster_bisque,59
data\raw\food-101\images\spring_rolls\295646.jpg,spring_rolls,91
data\raw\food-101\images\nachos\3441416.jpg,nachos,65
data\raw\food-101\images\lasagna\1367946.jpg,lasagna,58
data\raw\food-101\images\chocolate_mousse\1763511.jpg,chocolate_mousse,21
data\raw\food-101\images\gyoza\3044410.jpg,gyoza,51
data\raw\food-101\images\panna_cotta\2814102.jpg,panna_cotta,72
data\raw\food-101\images\eggs_benedict\113243.jpg,eggs_benedict,33
data\raw\food-101\images\frozen_yogurt\3332144.jpg,frozen_yogurt,44
data\raw\food-101\images\pad_thai\3767446.jpg,pad_thai,69
data\raw\food-101\images\french_toast\2330243.jpg,french_toast,41
data\raw\food-101\images\macaroni_and_cheese\1203388.jpg,macaroni_and_cheese,61
data\raw\food-101\images\garlic_bread\1940321.jpg,garlic_bread,45
data\raw\food-101\images\club_sandwich\1178008.jpg,club_sandwich,24
data\raw\food-101\images\pancakes\141132.jpg,pancakes,71
data\raw\food-101\images\tiramisu\3228909.jpg,tiramisu,97
data\raw\food-101\images\foie_gras\338816.jpg,foie_gras,38
data\raw\food-101\images\crab_cakes\112548.jpg,crab_cakes,25
data\raw\food-101\images\clam_chowder\1908618.jpg,clam_chowder,23
data\raw\food-101\images\lobster_roll_sandwich\2140373.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\bread_pudding\1130431.jpg,bread_pudding,8
data\raw\food-101\images\pancakes\3906138.jpg,pancakes,71
data\raw\food-101\images\onion_rings\1724597.jpg,onion_rings,67
data\raw\food-101\images\apple_pie\236966.jpg,apple_pie,0
data\raw\food-101\images\paella\1899301.jpg,paella,70
data\raw\food-101\images\strawberry_shortcake\3775808.jpg,strawberry_shortcake,93
data\raw\food-101\images\oysters\801952.jpg,oysters,68
data\raw\food-101\images\mussels\3402102.jpg,mussels,64
data\raw\food-101\images\bruschetta\2178144.jpg,bruschetta,10
data\raw\food-101\images\fish_and_chips\1853290.jpg,fish_and_chips,37
data\raw\food-101\images\beignets\3261933.jpg,beignets,6
data\raw\food-101\images\onion_rings\2444400.jpg,onion_rings,67
data\raw\food-101\images\cheese_plate\1926439.jpg,cheese_plate,15
data\raw\food-101\images\tacos\2069056.jpg,tacos,95
data\raw\food-101\images\strawberry_shortcake\533286.jpg,strawberry_shortcake,93
data\raw\food-101\images\pulled_pork_sandwich\1093733.jpg,pulled_pork_sandwich,79
data\raw\food-101\images\seaweed_salad\3868968.jpg,seaweed_salad,87
data\raw\food-101\images\carrot_cake\2301273.jpg,carrot_cake,13
data\raw\food-101\images\deviled_eggs\325018.jpg,deviled_eggs,29
data\raw\food-101\images\filet_mignon\68237.jpg,filet_mignon,36
data\raw\food-101\images\miso_soup\333969.jpg,miso_soup,63
data\raw\food-101\images\spaghetti_carbonara\3749794.jpg,spaghetti_carbonara,90
data\raw\food-101\images\lobster_roll_sandwich\2797349.jpg,lobster_roll_sandwich,60
data\raw\food-101\images\hamburger\3167157.jpg,hamburger,52
data\raw\food-101\images\hot_and_sour_soup\2154041.jpg,hot_and_sour_soup,53
data\raw\food-101\images\bread_pudding\676731.jpg,bread_pudding,8
data\raw\food-101\images\prime_rib\2177744.jpg,prime_rib,78
data\raw\food-101\images\miso_soup\1070614.jpg,miso_soup,63
data\raw\food-101\images\creme_brulee\2085820.jpg,creme_brulee,26
data\raw\food-101\images\clam_chowder\1961929.jpg,clam_chowder,23
data\raw\food-101\images\grilled_cheese_sandwich\1305132.jpg,grilled_cheese_sandwich,48
data\raw\food-101\images\pancakes\1849372.jpg,pancakes,71
data\raw\food-101\images\ceviche\3346775.jpg,ceviche,14
